index,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,Year
92947,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-23,48,Good,PM2.5,47-037-0023,15,2002
92948,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-24,58,Moderate,PM2.5,47-037-0023,11,2002
92949,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-25,45,Good,Ozone,47-187-0106,11,2002
92950,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-26,43,Good,Ozone,47-165-0101,17,2002
92951,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-27,64,Moderate,PM2.5,47-037-0023,13,2002
92952,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-28,55,Moderate,PM2.5,47-037-0023,12,2002
92953,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-29,54,Moderate,Ozone,47-187-0106,14,2002
92954,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-04-30,58,Moderate,PM2.5,47-037-0023,13,2002
92955,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-01,87,Moderate,SO2,47-165-1002,13,2002
92956,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-02,67,Moderate,PM2.5,47-119-2007,17,2002
92957,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-03,39,Good,PM2.5,47-037-0023,13,2002
92958,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-04,45,Good,PM2.5,47-037-0023,13,2002
92959,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-05,64,Moderate,Ozone,47-165-0007,15,2002
92960,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-06,74,Moderate,SO2,47-165-1002,12,2002
92961,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-07,78,Moderate,PM2.5,47-037-0023,13,2002
92962,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-08,54,Moderate,PM2.5,47-119-2007,16,2002
92963,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-09,45,Good,Ozone,47-187-0106,13,2002
92964,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-10,34,Good,Ozone,47-189-0103,13,2002
92965,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-11,68,Moderate,PM2.5,47-037-0023,15,2002
92966,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-12,78,Moderate,PM2.5,47-037-0023,13,2002
92967,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-13,38,Good,Ozone,47-149-0101,12,2002
92968,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-14,51,Moderate,Ozone,47-189-0103,17,2002
92969,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-15,77,Moderate,Ozone,47-187-0106,13,2002
92970,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-16,115,Unhealthy for Sensitive Groups,Ozone,47-149-0101,13,2002
92971,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-17,63,Moderate,PM2.5,47-037-0023,15,2002
92972,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-18,38,Good,Ozone,47-187-0106,13,2002
92973,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-19,50,Good,Ozone,47-187-0106,13,2002
92974,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-20,64,Moderate,Ozone,47-187-0106,17,2002
92975,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-21,51,Moderate,PM2.5,47-149-0101,13,2002
92976,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-22,90,Moderate,Ozone,47-187-0106,13,2002
92977,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-23,115,Unhealthy for Sensitive Groups,Ozone,47-187-0106,15,2002
92978,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-24,147,Unhealthy for Sensitive Groups,Ozone,47-165-0007,13,2002
92979,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-25,80,Moderate,Ozone,47-187-0106,13,2002
92980,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-26,51,Moderate,Ozone,47-189-0103,16,2002
92981,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-27,71,Moderate,Ozone,47-165-0101,12,2002
92982,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-28,72,Moderate,PM2.5,47-037-0023,13,2002
92983,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-29,84,Moderate,Ozone,47-165-0101,15,2002
92984,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-30,60,Moderate,PM2.5,47-037-0023,13,2002
92985,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-05-31,108,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13,2002
92986,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-01,126,Unhealthy for Sensitive Groups,Ozone,47-189-0103,17,2002
92987,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-02,129,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13,2002
92988,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-03,150,Unhealthy for Sensitive Groups,Ozone,47-189-0103,13,2002
92989,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-04,105,Unhealthy for Sensitive Groups,Ozone,47-165-0101,15,2002
92990,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-05,100,Moderate,Ozone,47-149-0101,13,2002
92991,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-06,55,Moderate,PM2.5,47-037-0023,12,2002
92992,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-07,93,Moderate,Ozone,47-187-0106,15,2002
92993,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-08,77,Moderate,PM2.5,47-037-0023,12,2002
92994,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-09,97,Moderate,Ozone,47-189-0103,12,2002
92995,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-10,154,Unhealthy,Ozone,47-165-0007,13,2002
92996,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-11,150,Unhealthy for Sensitive Groups,Ozone,47-149-0101,12,2002
92997,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-12,67,Moderate,Ozone,47-149-0101,12,2002
92998,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-13,61,Moderate,Ozone,47-165-0007,14,2002
92999,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-14,61,Moderate,Ozone,47-149-0101,11,2002
93000,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-15,58,Moderate,Ozone,47-187-0106,12,2002
93001,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-16,58,Moderate,Ozone,47-187-0106,13,2002
93002,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-17,108,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12,2002
93003,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-18,133,Unhealthy for Sensitive Groups,Ozone,47-165-0007,12,2002
93004,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-19,119,Unhealthy for Sensitive Groups,Ozone,47-149-0101,15,2002
93005,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-20,126,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12,2002
93006,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-21,154,Unhealthy,Ozone,47-187-0106,12,2002
93007,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-22,172,Unhealthy,Ozone,47-187-0106,13,2002
93008,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-23,54,Moderate,PM2.5,47-037-0023,12,2002
93009,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-24,44,Good,Ozone,47-165-0007,12,2002
93010,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-25,63,Moderate,PM2.5,47-037-0023,15,2002
93011,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-26,67,Moderate,PM2.5,47-037-0023,12,2002
93012,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-27,43,Good,Ozone,47-165-0101,12,2002
93013,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-28,46,Good,PM2.5,47-037-0023,13,2002
93014,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-29,72,Moderate,PM2.5,47-037-0023,12,2002
93015,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-06-30,84,Moderate,Ozone,47-165-0007,12,2002
93016,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-01,119,Unhealthy for Sensitive Groups,Ozone,47-149-0101,14,2002
93017,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-02,143,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12,2002
93018,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-03,65,Moderate,PM2.5,47-037-0023,12,2002
93019,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-04,136,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12,2002
93020,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-05,136,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12,2002
93021,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-06,150,Unhealthy for Sensitive Groups,Ozone,47-149-0101,12,2002
93022,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-07,166,Unhealthy,Ozone,47-149-0101,14,2002
93023,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-08,143,Unhealthy for Sensitive Groups,Ozone,47-165-0101,12,2002
93024,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-09,84,Moderate,PM2.5,47-037-0023,12,2002
93025,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-10,90,Moderate,Ozone,47-149-0101,12,2002
93026,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-11,87,Moderate,Ozone,47-149-0101,12,2002
93027,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-12,80,Moderate,PM2.5,47-037-0023,12,2002
93028,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-13,56,Moderate,PM2.5,47-165-0007,14,2002
93029,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-14,74,Moderate,Ozone,47-149-0101,12,2002
93030,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-15,80,Moderate,Ozone,47-165-0007,12,2002
93031,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-16,83,Moderate,PM2.5,47-037-0023,12,2002
93032,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-17,77,Moderate,Ozone,47-189-0103,12,2002
93033,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-18,39,Good,Ozone,47-187-0106,12,2002
93034,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-19,54,Moderate,Ozone,47-165-0007,15,2002
93035,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-20,101,Unhealthy for Sensitive Groups,Ozone,47-165-0007,12,2002
93036,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-21,87,Moderate,Ozone,47-165-0007,12,2002
93037,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-22,69,Moderate,PM2.5,47-037-0023,13,2002
93038,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-23,62,Moderate,PM2.5,47-037-0023,12,2002
93039,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-24,108,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12,2002
93040,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-25,105,Unhealthy for Sensitive Groups,Ozone,47-165-0007,14,2002
93041,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-26,63,Moderate,PM2.5,47-037-0023,12,2002
93042,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-27,64,Moderate,PM2.5,47-037-0023,12,2002
93043,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-28,46,Good,PM2.5,47-037-0023,12,2002
93044,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-29,49,Good,PM2.5,47-037-0023,12,2002
93045,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-30,38,Good,Ozone,47-189-0103,11,2002
93046,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-07-31,93,Moderate,Ozone,47-165-0007,15,2002
93047,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-01,108,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12,2002
93048,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-02,166,Unhealthy,Ozone,47-187-0106,12,2002
93049,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-03,177,Unhealthy,Ozone,47-187-0106,13,2002
93050,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-04,150,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12,2002
93051,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-05,143,Unhealthy for Sensitive Groups,Ozone,47-165-0007,12,2002
93052,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-06,105,Unhealthy for Sensitive Groups,Ozone,47-187-0106,15,2002
93053,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-07,115,Unhealthy for Sensitive Groups,Ozone,47-149-0101,12,2002
93054,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-08,177,Unhealthy,Ozone,47-149-0101,12,2002
93055,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-09,203,Very Unhealthy,Ozone,47-189-0103,13,2002
93056,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-10,150,Unhealthy for Sensitive Groups,Ozone,47-165-0101,12,2002
93057,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-11,159,Unhealthy,Ozone,47-189-0103,12,2002
93058,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-12,143,Unhealthy for Sensitive Groups,Ozone,47-165-0101,14,2002
93059,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-13,103,Unhealthy for Sensitive Groups,NO2,47-037-0011,12,2002
93060,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-14,57,Moderate,NO2,47-037-0011,12,2002
93061,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-15,72,Moderate,NO2,47-037-0011,12,2002
93062,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-16,55,Moderate,NO2,47-037-0011,12,2002
93063,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-17,52,Moderate,NO2,47-037-0011,12,2002
93064,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-18,51,Moderate,NO2,47-037-0011,14,2002
93065,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-19,77,Moderate,NO2,47-037-0011,12,2002
93066,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-20,80,Moderate,Ozone,47-187-0106,11,2002
93067,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-21,133,Unhealthy for Sensitive Groups,Ozone,47-165-0007,13,2002
93068,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-22,143,Unhealthy for Sensitive Groups,Ozone,47-189-0103,12,2002
93069,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-23,73,Moderate,NO2,47-037-0011,11,2002
93070,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-24,77,Moderate,Ozone,47-189-0103,15,2002
93071,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-25,71,Moderate,Ozone,47-189-0103,12,2002
93072,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-26,71,Moderate,Ozone,47-187-0106,12,2002
93073,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-27,93,Moderate,Ozone,47-187-0106,13,2002
93074,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-28,80,Moderate,Ozone,47-149-0101,12,2002
93075,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-29,90,Moderate,Ozone,47-187-0106,12,2002
93076,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-30,101,Unhealthy for Sensitive Groups,Ozone,47-187-0106,15,2002
93077,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-08-31,80,Moderate,Ozone,47-165-0007,12,2002
93078,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-01,80,Moderate,SO2,47-165-1002,12,2002
93079,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-02,84,Moderate,Ozone,47-165-0007,13,2002
93080,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-03,77,Moderate,Ozone,47-189-0103,12,2002
93081,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-04,126,Unhealthy for Sensitive Groups,Ozone,47-149-0101,12,2002
93082,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-05,169,Unhealthy,Ozone,47-187-0106,15,2002
93083,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-06,159,Unhealthy,Ozone,47-165-0101,11,2002
93084,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-07,154,Unhealthy,Ozone,47-165-0101,12,2002
93085,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-08,154,Unhealthy,Ozone,47-187-0106,13,2002
93086,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-09,161,Unhealthy,Ozone,47-187-0106,12,2002
93087,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-10,197,Unhealthy,Ozone,47-149-0101,12,2002
93088,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-11,108,Unhealthy for Sensitive Groups,Ozone,47-149-0101,15,2002
93089,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-12,150,Unhealthy for Sensitive Groups,Ozone,47-187-0106,12,2002
93090,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-13,105,Unhealthy for Sensitive Groups,Ozone,47-189-0103,12,2002
93091,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-14,45,Good,PM2.5,47-037-0023,13,2002
93092,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-15,42,Good,Ozone,47-189-0103,12,2002
93093,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-16,101,Unhealthy for Sensitive Groups,Ozone,47-189-0103,12,2002
93094,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-17,88,Moderate,PM2.5,47-037-0023,15,2002
93095,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-18,65,Moderate,PM2.5,47-037-0023,12,2002
93096,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-19,96,Moderate,PM2.5,47-037-0023,12,2002
93097,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-20,67,Moderate,PM2.5,47-037-0023,13,2002
93098,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-21,48,Good,Ozone,47-187-0106,12,2002
93099,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-22,61,Moderate,Ozone,47-149-0101,12,2002
93100,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-23,49,Good,Ozone,47-149-0101,15,2002
93101,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-24,60,Moderate,PM2.5,47-037-0023,12,2002
93102,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-25,72,Moderate,PM2.5,47-037-0023,12,2002
93103,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-26,25,Good,Ozone,47-189-0103,13,2002
93104,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-27,35,Good,PM2.5,47-037-0023,12,2002
93105,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-28,62,Moderate,PM2.5,47-037-0023,12,2002
93106,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-29,80,Moderate,PM2.5,47-037-0023,15,2002
93107,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-09-30,39,Good,Ozone,47-165-0101,11,2002
93108,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-01,49,Good,PM2.5,47-037-0023,12,2002
93109,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-02,57,Moderate,PM2.5,47-165-0007,13,2002
93110,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-03,57,Moderate,PM2.5,47-037-0023,12,2002
93111,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-04,39,Good,PM2.5,47-037-0023,11,2002
93112,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-05,39,Good,PM2.5,47-165-0007,15,2002
93113,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-06,61,Moderate,Ozone,47-189-0103,12,2002
93114,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-07,37,Good,PM2.5,47-037-0023,12,2002
93115,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-08,52,Moderate,PM2.5,47-037-0023,13,2002
93116,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-09,75,Moderate,PM2.5,47-037-0023,12,2002
93117,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-10,57,Moderate,PM2.5,47-037-0023,12,2002
93118,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-11,49,Good,PM2.5,47-119-2007,15,2002
93119,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-12,52,Moderate,PM2.5,47-037-0023,12,2002
93120,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-13,32,Good,Ozone,47-187-0106,12,2002
93121,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-14,35,Good,PM2.5,47-165-0101,13,2002
93122,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-15,56,Moderate,PM2.5,47-037-0023,12,2002
93123,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-16,49,Good,PM2.5,47-037-0023,12,2002
93124,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-17,54,Moderate,PM2.5,47-037-0023,14,2002
93125,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-18,52,Moderate,PM2.5,47-037-0023,12,2002
93126,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-19,60,Moderate,PM2.5,47-037-0023,12,2002
93127,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-20,43,Good,PM2.5,47-165-0007,12,2002
93128,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-21,52,Moderate,PM2.5,47-037-0023,11,2002
93129,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-22,56,Moderate,PM2.5,47-037-0023,12,2002
93130,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-23,64,Moderate,PM2.5,47-165-0007,14,2002
93131,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-24,71,Moderate,PM2.5,47-037-0023,12,2002
93132,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-25,72,Moderate,PM2.5,47-037-0023,12,2002
93133,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-26,56,Moderate,PM2.5,47-037-0023,13,2002
93134,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-27,67,Moderate,PM2.5,47-037-0023,12,2002
93135,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-28,51,Moderate,PM2.5,47-037-0023,12,2002
93136,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-29,45,Good,PM2.5,47-165-0007,14,2002
93137,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-30,38,Good,PM2.5,47-037-0023,12,2002
93138,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-10-31,55,Moderate,PM2.5,47-037-0023,12,2002
93139,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2002-11-01,53,Moderate,PM2.5,47-119-2007,9,2002
